id,ltl,sentence
1777,finally(((CokecanPickedUp imply InRoomA) imply SprayPlacedInSiteB) imply SprayPickedUp),Latch onto the spray and position it to site B. Uplift the coke can and head off to room A.
1778,finally(CokecanPickedUp imply (InRoomA imply (SprayPickedUp imply SprayPlacedInSiteB))),Latch onto the spray and position it to site B. Uplift the coke can and head off to room A.
1779,finally((CokecanPickedUp imply InRoomA) imply (SprayPickedUp imply SprayPlacedInSiteB)),Latch onto the spray and position it to site B. Uplift the coke can and head off to room A.
1780,finally((CokecanPickedUp imply SprayPickedUp) imply (InRoomA imply SprayPlacedInSiteB)),Latch onto the spray and position it to site B. Uplift the coke can and head off to room A.
1781,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1782,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1783,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1784,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1785,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1786,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1787,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1788,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1789,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1790,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Head towards room A, grab the cup and take it to location B, then pick up the coke can and move to room B."
1791,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1792,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1793,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1794,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1795,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1796,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1797,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1798,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1799,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1800,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Proceed to room A, collect the cup and put it at site B, afterwards fetch the coke can and transfer to room B."
1801,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1802,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1803,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1804,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1805,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1806,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1807,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1808,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1809,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1810,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Make your way to room A, lift the cup and place it on spot B, then hold the coke can and reach room B."
1811,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1812,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1813,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1814,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1815,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1816,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1817,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1818,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1819,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1820,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Travel to room A, secure the cup and situate it in position B, then take the coke can and navigate to room B."
1821,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1822,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1823,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1824,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1825,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1826,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1827,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1828,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1829,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1830,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Move over to room A, get the cup and put it at point B, then collect the coke can and proceed to room B."
1831,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1832,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1833,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1834,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1835,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1836,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1837,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1838,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1839,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1840,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Get to room A, take the cup and relocate it to spot B, afterwards get hold of the coke can and walk over to room B."
1841,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1842,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1843,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1844,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1845,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1846,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1847,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1848,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1849,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1850,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Advance to room A, grasp the cup and deposit it at place B, then seize the coke can and head to room B."
1851,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1852,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1853,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1854,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1855,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1856,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1857,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1858,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1859,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1860,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Get moving to room A, pick up the cup and transport it to area B, then pick up the coke can and make your way to room B."
1861,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1862,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1863,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1864,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1865,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1866,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1867,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1868,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1869,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1870,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Set off to room A, snag the cup and move it to position B, then lift the coke can and head off to room B."
1871,finally((InRoomA) imply (CupPickedUp) imply (CupPlacedInSiteB) imply (CokecanPickedUp) imply (InRoomB)),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1872,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1873,finally((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1874,finally((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp imply InRoomB))),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1875,finally((InRoomA) imply (((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1876,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB)),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1877,finally(((InRoomA) imply (CupPickedUp)) imply ((CupPlacedInSiteB imply CokecanPickedUp) imply (InRoomB))),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1878,finally(((InRoomA) imply ((CupPickedUp) imply (CupPlacedInSiteB)) imply (CokecanPickedUp)) imply (InRoomB)),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1879,finally(((InRoomA) imply ((CupPickedUp imply CupPlacedInSiteB) imply (CokecanPickedUp)) imply (InRoomB))),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1880,finally((((InRoomA) imply (CupPickedUp)) imply (CupPlacedInSiteB)) imply ((CokecanPickedUp) imply (InRoomB))),"Venture towards room A, nab the cup and bring it to spot B, then fetch the coke can and set off towards room B."
1881,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1882,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1883,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1884,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1885,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1886,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1887,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1888,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1889,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply finally(CupPlacedInSiteB imply CokecanPickedUp)))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1890,finally((InRoomA imply InRoomB) and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))),"Proceed to room A before heading to room B, then grab the cup and put it in site B, afterwards seize the coke can"
1891,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1892,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1893,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1894,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1895,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1896,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1897,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1898,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1899,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply finally(CupPlacedInSiteB imply CokecanPickedUp)))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1900,finally((InRoomA imply InRoomB) and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))),"Move to room A, then advance to room B, lift the cup and deposit it at site B, subsequently collect the coke can"
1901,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1902,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1903,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1904,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1905,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1906,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1907,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1908,finally((InRoomA imply (InRoomB and (CupPickedUp imply (CupPlacedInSiteB and CokecanPickedUp))))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1909,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply finally(CupPlacedInSiteB imply CokecanPickedUp)))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1910,finally((InRoomA imply InRoomB) and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))),"Reach room A, afterwards progress to room B, hoist the cup and place it at site B, then fetch the coke can"
1911,finally(InRoomA imply (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
1912,finally((InRoomA and (InRoomB imply (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
1913,finally(InRoomA imply finally(InRoomB imply finally(CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp)))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
1914,finally((InRoomA and (InRoomB and (CupPickedUp imply (CupPlacedInSiteB imply CokecanPickedUp))))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
1915,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
1916,finally((InRoomA and (InRoomB and (CupPickedUp and (CupPlacedInSiteB and CokecanPickedUp))))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
1917,finally((InRoomA imply (InRoomB and (CupPickedUp and (CupPlacedInSiteB imply CokecanPickedUp))))),"Head to room A, followed by room B, lift up the cup and transfer it to site B, and then pick up the coke can"
